date,cumul_partial,cumul_full,cumul_booster,cumul_booster2,total_vax,total_unvax
24/2/2021,66,3,0,0,66,32657034
25/2/2021,1216,5,0,0,1216,32655884
26/2/2021,5325,8,0,0,5325,32651775
27/2/2021,12046,14,0,0,12046,32645054
28/2/2021,18765,20,0,0,18765,32638335
1/3/2021,34162,26,0,0,34162,32622938
2/3/2021,55832,30,0,0,55832,32601268
3/3/2021,78518,36,0,0,78518,32578582
4/3/2021,98027,53,0,0,98027,32559073
5/3/2021,112399,59,0,0,112399,32544701
6/3/2021,128245,63,0,0,128245,32528855
7/3/2021,140848,70,0,0,140848,32516252
8/3/2021,168045,87,0,0,168045,32489055
9/3/2021,198113,150,0,0,198113,32458987
10/3/2021,226885,162,0,0,226885,32430215
11/3/2021,253399,174,0,0,253399,32403701
12/3/2021,279521,184,0,0,279521,32377579
13/3/2021,296582,187,0,0,296582,32360518
14/3/2021,306893,192,0,0,306893,32350207
15/3/2021,327285,195,0,0,327285,32329815
16/3/2021,352760,202,0,0,352760,32304340
17/3/2021,373557,269,0,0,373557,32283543
18/3/2021,390872,1067,0,0,390872,32266228
19/3/2021,401614,4903,0,0,401614,32255486
20/3/2021,409315,11017,0,0,409315,32247785
21/3/2021,419030,16872,0,0,419030,32238070
22/3/2021,428748,31449,0,0,428748,32228352
23/3/2021,437051,52314,0,0,437051,32220049
24/3/2021,443342,75145,0,0,443342,32213758
25/3/2021,449778,94514,0,0,449778,32207322
26/3/2021,453717,107331,0,0,453717,32203383
27/3/2021,455420,121780,0,0,455420,32201680
28/3/2021,459104,134719,0,0,459104,32197996
29/3/2021,466969,162094,0,0,466969,32190131
30/3/2021,478499,191517,0,0,478499,32178601
31/3/2021,488447,219040,0,0,488447,32168653
1/4/2021,504358,245602,0,0,504358,32152742
2/4/2021,511929,268512,0,0,511929,32145171
3/4/2021,514605,283264,0,0,514605,32142495
4/4/2021,520636,292437,0,0,520636,32136464
5/4/2021,529841,311936,0,0,529841,32127259
6/4/2021,540871,333630,0,0,540871,32116229
7/4/2021,553596,351958,0,0,553596,32103504
8/4/2021,565691,366769,0,0,565691,32091409
9/4/2021,572919,381165,0,0,572919,32084181
10/4/2021,578593,391239,0,0,578593,32078507
11/4/2021,591070,401959,0,0,591070,32066030
12/4/2021,616442,415920,0,0,616442,32040658
13/4/2021,633254,423621,0,0,633254,32023846
14/4/2021,654198,431373,0,0,654198,32002902
15/4/2021,672301,440543,0,0,672301,31984799
16/4/2021,687927,444470,0,0,687927,31969173
17/4/2021,696504,445584,0,0,696504,31960596
18/4/2021,702667,449352,0,0,702667,31954433
19/4/2021,727340,457848,0,0,727340,31929760
20/4/2021,749425,469145,0,0,749425,31907675
21/4/2021,765268,481031,0,0,765268,31891832
22/4/2021,779665,496221,0,0,779665,31877435
23/4/2021,791887,502922,0,0,791887,31865213
24/4/2021,799878,506406,0,0,799878,31857222
25/4/2021,808993,512146,0,0,808993,31848107
26/4/2021,830366,521092,0,0,830366,31826734
27/4/2021,853192,532992,0,0,853192,31803908
28/4/2021,879666,546260,0,0,879666,31777434
29/4/2021,886138,552329,0,0,886138,31770962
30/4/2021,903937,561244,0,0,903937,31753163
1/5/2021,906869,563819,0,0,906869,31750231
2/5/2021,914529,571943,0,0,914529,31742571
3/5/2021,939072,598694,0,0,939072,31718028
4/5/2021,969215,618395,0,0,969215,31687885
5/5/2021,1001360,641309,0,0,1001360,31655740
6/5/2021,1038464,660098,0,0,1038464,31618636
7/5/2021,1070834,675592,0,0,1070834,31586266
8/5/2021,1089559,684041,0,0,1089559,31567541
9/5/2021,1115495,690647,0,0,1115495,31541605
10/5/2021,1152248,715529,0,0,1152248,31504852
11/5/2021,1182805,733988,0,0,1182805,31474295
12/5/2021,1193157,741819,0,0,1193157,31463943
13/5/2021,1193270,741830,0,0,1193270,31463830
14/5/2021,1193331,741839,0,0,1193331,31463769
15/5/2021,1203732,742443,0,0,1203732,31453368
16/5/2021,1213780,742777,0,0,1213780,31443320
17/5/2021,1246308,770994,0,0,1246308,31410792
18/5/2021,1292194,803410,0,0,1292194,31364906
19/5/2021,1342468,837571,0,0,1342468,31314632
20/5/2021,1401827,859587,0,0,1401827,31255273
21/5/2021,1444126,878503,0,0,1444126,31212974
22/5/2021,1487504,881873,0,0,1487504,31169596
23/5/2021,1525579,890309,0,0,1525579,31131521
24/5/2021,1595376,916470,0,0,1595376,31061724
25/5/2021,1665309,947280,0,0,1665309,30991791
26/5/2021,1685867,949192,0,0,1685867,30971233
27/5/2021,1744820,998887,0,0,1744820,30912280
28/5/2021,1791815,1026526,0,0,1791815,30865285
29/5/2021,1842977,1041621,0,0,1842977,30814123
30/5/2021,1881419,1066071,0,0,1881419,30775681
31/5/2021,1949118,1094807,0,0,1949118,30707982
1/6/2021,2024665,1119281,0,0,2024665,30632435
2/6/2021,2121792,1129183,0,0,2121792,30535308
3/6/2021,2233302,1137073,0,0,2233302,30423798
4/6/2021,2319814,1142068,0,0,2319814,30337286
5/6/2021,2392093,1143475,0,0,2392093,30265007
6/6/2021,2473335,1145095,0,0,2473335,30183765
7/6/2021,2534206,1150204,0,0,2534206,30122894
8/6/2021,2642806,1196659,0,0,2642806,30014294
9/6/2021,2759216,1237485,0,0,2759216,29897884
10/6/2021,2873085,1285013,0,0,2873085,29784015
11/6/2021,2969498,1315326,0,0,2969498,29687602
12/6/2021,3072971,1349542,0,0,3072971,29584129
