date,state,cases_recovered,cases_active
16/2/2020,Pahang,0,0
16/2/2020,Perak,0,0
16/2/2020,Perlis,0,0
16/2/2020,Pulau Pinang,0,0
16/2/2020,Sabah,0,0
16/2/2020,Sarawak,0,0
16/2/2020,Selangor,0,5
16/2/2020,Terengganu,0,0
16/2/2020,W.P. Kuala Lumpur,0,3
16/2/2020,W.P. Labuan,0,0
16/2/2020,W.P. Putrajaya,0,0
17/2/2020,Johor,0,2
17/2/2020,Kedah,0,2
17/2/2020,Kelantan,0,0
17/2/2020,Melaka,0,0
17/2/2020,Negeri Sembilan,2,0
17/2/2020,Pahang,0,0
17/2/2020,Perak,0,0
17/2/2020,Perlis,0,0
17/2/2020,Pulau Pinang,0,0
17/2/2020,Sabah,0,0
17/2/2020,Sarawak,0,0
17/2/2020,Selangor,1,4
17/2/2020,Terengganu,0,0
17/2/2020,W.P. Kuala Lumpur,0,3
17/2/2020,W.P. Labuan,0,0
17/2/2020,W.P. Putrajaya,0,0
18/2/2020,Johor,2,0
18/2/2020,Kedah,0,2
18/2/2020,Kelantan,0,0
18/2/2020,Melaka,0,0
18/2/2020,Negeri Sembilan,0,0
18/2/2020,Pahang,0,0
18/2/2020,Perak,0,0
18/2/2020,Perlis,0,0
18/2/2020,Pulau Pinang,0,0
18/2/2020,Sabah,0,0
18/2/2020,Sarawak,0,0
18/2/2020,Selangor,0,4
18/2/2020,Terengganu,0,0
18/2/2020,W.P. Kuala Lumpur,0,3
18/2/2020,W.P. Labuan,0,0
18/2/2020,W.P. Putrajaya,0,0
19/2/2020,Johor,0,0
19/2/2020,Kedah,1,1
19/2/2020,Kelantan,0,0
19/2/2020,Melaka,0,0
19/2/2020,Negeri Sembilan,0,0
19/2/2020,Pahang,0,0
19/2/2020,Perak,0,0
19/2/2020,Perlis,0,0
19/2/2020,Pulau Pinang,0,0
19/2/2020,Sabah,0,0
19/2/2020,Sarawak,0,0
19/2/2020,Selangor,3,1
19/2/2020,Terengganu,0,0
19/2/2020,W.P. Kuala Lumpur,0,3
19/2/2020,W.P. Labuan,0,0
19/2/2020,W.P. Putrajaya,0,0
20/2/2020,Johor,0,0
20/2/2020,Kedah,0,1
20/2/2020,Kelantan,0,0
20/2/2020,Melaka,0,0
20/2/2020,Negeri Sembilan,0,0
20/2/2020,Pahang,0,0
20/2/2020,Perak,0,0
20/2/2020,Perlis,0,0
20/2/2020,Pulau Pinang,0,0
20/2/2020,Sabah,0,0
20/2/2020,Sarawak,0,0
20/2/2020,Selangor,0,1
20/2/2020,Terengganu,0,0
20/2/2020,W.P. Kuala Lumpur,0,3
20/2/2020,W.P. Labuan,0,0
20/2/2020,W.P. Putrajaya,0,0
21/2/2020,Johor,0,0
21/2/2020,Kedah,0,1
21/2/2020,Kelantan,0,0
21/2/2020,Melaka,0,0
21/2/2020,Negeri Sembilan,0,0
21/2/2020,Pahang,0,0
21/2/2020,Perak,0,0
21/2/2020,Perlis,0,0
21/2/2020,Pulau Pinang,0,0
21/2/2020,Sabah,0,0
21/2/2020,Sarawak,0,0
21/2/2020,Selangor,0,1
21/2/2020,Terengganu,0,0
21/2/2020,W.P. Kuala Lumpur,0,3
21/2/2020,W.P. Labuan,0,0
21/2/2020,W.P. Putrajaya,0,0
22/2/2020,Johor,0,0
22/2/2020,Kedah,1,0
22/2/2020,Kelantan,0,0
22/2/2020,Melaka,0,0
22/2/2020,Negeri Sembilan,0,0
22/2/2020,Pahang,0,0
22/2/2020,Perak,0,0
22/2/2020,Perlis,0,0
22/2/2020,Pulau Pinang,0,0
22/2/2020,Sabah,0,0
22/2/2020,Sarawak,0,0
22/2/2020,Selangor,0,1
22/2/2020,Terengganu,0,0
22/2/2020,W.P. Kuala Lumpur,0,3
22/2/2020,W.P. Labuan,0,0
22/2/2020,W.P. Putrajaya,0,0
23/2/2020,Johor,0,0
23/2/2020,Kedah,0,0
23/2/2020,Kelantan,0,0
23/2/2020,Melaka,0,0
23/2/2020,Negeri Sembilan,0,0
23/2/2020,Pahang,0,0
23/2/2020,Perak,0,0
23/2/2020,Perlis,0,0
23/2/2020,Pulau Pinang,0,0
23/2/2020,Sabah,0,0
23/2/2020,Sarawak,0,0
23/2/2020,Selangor,0,1
23/2/2020,Terengganu,0,0
23/2/2020,W.P. Kuala Lumpur,0,3
23/2/2020,W.P. Labuan,0,0
23/2/2020,W.P. Putrajaya,0,0
24/2/2020,Johor,0,0
24/2/2020,Kedah,0,0
24/2/2020,Kelantan,0,0
24/2/2020,Melaka,0,0
24/2/2020,Negeri Sembilan,0,0
24/2/2020,Pahang,0,0
24/2/2020,Perak,0,0
24/2/2020,Perlis,0,0
24/2/2020,Pulau Pinang,0,0
24/2/2020,Sabah,0,0
24/2/2020,Sarawak,0,0
24/2/2020,Selangor,0,1
24/2/2020,Terengganu,0,0
24/2/2020,W.P. Kuala Lumpur,2,1
24/2/2020,W.P. Labuan,0,0
24/2/2020,W.P. Putrajaya,0,0
25/2/2020,Johor,0,0
25/2/2020,Kedah,0,0
25/2/2020,Kelantan,0,0
25/2/2020,Melaka,0,0
25/2/2020,Negeri Sembilan,0,0
25/2/2020,Pahang,0,0
25/2/2020,Perak,0,0
25/2/2020,Perlis,0,0
25/2/2020,Pulau Pinang,0,0
25/2/2020,Sabah,0,0
25/2/2020,Sarawak,0,0
25/2/2020,Selangor,0,1
25/2/2020,Terengganu,0,0
25/2/2020,W.P. Kuala Lumpur,0,1
25/2/2020,W.P. Labuan,0,0
25/2/2020,W.P. Putrajaya,0,0
26/2/2020,Johor,0,0
26/2/2020,Kedah,0,0
26/2/2020,Kelantan,0,0
26/2/2020,Melaka,0,0
26/2/2020,Negeri Sembilan,0,0
26/2/2020,Pahang,0,0
26/2/2020,Perak,0,0
26/2/2020,Perlis,0,0
26/2/2020,Pulau Pinang,0,0
26/2/2020,Sabah,0,0
26/2/2020,Sarawak,0,0
26/2/2020,Selangor,0,1
26/2/2020,Terengganu,0,0
26/2/2020,W.P. Kuala Lumpur,0,1
26/2/2020,W.P. Labuan,0,0
26/2/2020,W.P. Putrajaya,0,0
27/2/2020,Johor,0,0
27/2/2020,Kedah,0,0
27/2/2020,Kelantan,0,0
27/2/2020,Melaka,0,0
27/2/2020,Negeri Sembilan,0,0
27/2/2020,Pahang,0,0
27/2/2020,Perak,0,0
27/2/2020,Perlis,0,0
27/2/2020,Pulau Pinang,0,0
27/2/2020,Sabah,0,0
27/2/2020,Sarawak,0,0
27/2/2020,Selangor,1,1
27/2/2020,Terengganu,0,0
27/2/2020,W.P. Kuala Lumpur,1,0
27/2/2020,W.P. Labuan,0,0
27/2/2020,W.P. Putrajaya,0,0
28/2/2020,Johor,0,0
28/2/2020,Kedah,0,0
28/2/2020,Kelantan,0,0
28/2/2020,Melaka,0,0
28/2/2020,Negeri Sembilan,0,0
28/2/2020,Pahang,0,0
28/2/2020,Perak,0,0
28/2/2020,Perlis,0,0
28/2/2020,Pulau Pinang,0,0
28/2/2020,Sabah,0,0
28/2/2020,Sarawak,0,0
28/2/2020,Selangor,0,2
28/2/2020,Terengganu,0,0
28/2/2020,W.P. Kuala Lumpur,0,1
28/2/2020,W.P. Labuan,0,0
28/2/2020,W.P. Putrajaya,0,0
29/2/2020,Johor,0,0
29/2/2020,Kedah,0,0
29/2/2020,Kelantan,0,0
29/2/2020,Melaka,0,0
29/2/2020,Negeri Sembilan,0,0
29/2/2020,Pahang,0,0
29/2/2020,Perak,0,0
29/2/2020,Perlis,0,0
29/2/2020,Pulau Pinang,0,0
29/2/2020,Sabah,0,0
29/2/2020,Sarawak,0,0
29/2/2020,Selangor,0,2
29/2/2020,Terengganu,0,0
29/2/2020,W.P. Kuala Lumpur,0,1
29/2/2020,W.P. Labuan,0,0
29/2/2020,W.P. Putrajaya,0,0
1/3/2020,Johor,0,0
1/3/2020,Kedah,0,0
1/3/2020,Kelantan,0,0
1/3/2020,Melaka,0,0
1/3/2020,Negeri Sembilan,0,0
1/3/2020,Pahang,0,0
1/3/2020,Perak,0,0
1/3/2020,Perlis,0,0
1/3/2020,Pulau Pinang,0,0
1/3/2020,Sabah,0,0
1/3/2020,Sarawak,0,0
1/3/2020,Selangor,0,6
1/3/2020,Terengganu,0,0
1/3/2020,W.P. Kuala Lumpur,0,1
1/3/2020,W.P. Labuan,0,0
1/3/2020,W.P. Putrajaya,0,0
2/3/2020,Johor,0,0
2/3/2020,Kedah,0,0
2/3/2020,Kelantan,0,0
2/3/2020,Melaka,0,0
2/3/2020,Negeri Sembilan,0,0
2/3/2020,Pahang,0,0
2/3/2020,Perak,0,0
2/3/2020,Perlis,0,0
2/3/2020,Pulau Pinang,0,0
2/3/2020,Sabah,0,0
2/3/2020,Sarawak,0,0
2/3/2020,Selangor,0,6
2/3/2020,Terengganu,0,0
2/3/2020,W.P. Kuala Lumpur,0,1
2/3/2020,W.P. Labuan,0,0
2/3/2020,W.P. Putrajaya,0,0
3/3/2020,Johor,0,0
3/3/2020,Kedah,0,0
3/3/2020,Kelantan,0,0
3/3/2020,Melaka,0,0
3/3/2020,Negeri Sembilan,0,0
3/3/2020,Pahang,0,0
3/3/2020,Perak,0,0
3/3/2020,Perlis,0,0
3/3/2020,Pulau Pinang,0,0
3/3/2020,Sabah,0,0
3/3/2020,Sarawak,0,0
3/3/2020,Selangor,0,12
3/3/2020,Terengganu,0,0
3/3/2020,W.P. Kuala Lumpur,0,1
3/3/2020,W.P. Labuan,0,0
3/3/2020,W.P. Putrajaya,0,1
4/3/2020,Johor,0,1
4/3/2020,Kedah,0,0
4/3/2020,Kelantan,0,0
4/3/2020,Melaka,0,0
4/3/2020,Negeri Sembilan,0,2
4/3/2020,Pahang,0,0
4/3/2020,Perak,0,0
4/3/2020,Perlis,0,0
4/3/2020,Pulau Pinang,0,0
4/3/2020,Sabah,0,0
4/3/2020,Sarawak,0,0
4/3/2020,Selangor,0,19
4/3/2020,Terengganu,0,0
4/3/2020,W.P. Kuala Lumpur,1,3
4/3/2020,W.P. Labuan,0,0
4/3/2020,W.P. Putrajaya,0,2
5/3/2020,Johor,0,1
5/3/2020,Kedah,0,0
5/3/2020,Kelantan,0,0
5/3/2020,Melaka,0,0
5/3/2020,Negeri Sembilan,0,2
5/3/2020,Pahang,0,0
5/3/2020,Perak,0,0
5/3/2020,Perlis,0,0
5/3/2020,Pulau Pinang,0,0
5/3/2020,Sabah,0,0
5/3/2020,Sarawak,0,0
5/3/2020,Selangor,0,23
5/3/2020,Terengganu,0,0
5/3/2020,W.P. Kuala Lumpur,0,4
5/3/2020,W.P. Labuan,0,0
5/3/2020,W.P. Putrajaya,0,2
6/3/2020,Johor,0,2
6/3/2020,Kedah,0,0
6/3/2020,Kelantan,0,0
6/3/2020,Melaka,0,0
6/3/2020,Negeri Sembilan,0,2
6/3/2020,Pahang,0,0
6/3/2020,Perak,0,0
6/3/2020,Perlis,0,0
6/3/2020,Pulau Pinang,0,1
6/3/2020,Sabah,0,0
6/3/2020,Sarawak,0,0
6/3/2020,Selangor,0,44
6/3/2020,Terengganu,0,0
6/3/2020,W.P. Kuala Lumpur,0,9
6/3/2020,W.P. Labuan,0,0
6/3/2020,W.P. Putrajaya,0,2
7/3/2020,Johor,0,4
7/3/2020,Kedah,0,0
7/3/2020,Kelantan,0,0
7/3/2020,Melaka,0,0
7/3/2020,Negeri Sembilan,0,2
7/3/2020,Pahang,0,0
7/3/2020,Perak,0,0
7/3/2020,Perlis,0,0
7/3/2020,Pulau Pinang,0,1
7/3/2020,Sabah,0,0
7/3/2020,Sarawak,0,0
7/3/2020,Selangor,0,52
7/3/2020,Terengganu,0,0
7/3/2020,W.P. Kuala Lumpur,1,8
7/3/2020,W.P. Labuan,0,0
7/3/2020,W.P. Putrajaya,0,2
8/3/2020,Johor,0,4
8/3/2020,Kedah,0,0
8/3/2020,Kelantan,0,0
8/3/2020,Melaka,0,0
8/3/2020,Negeri Sembilan,0,2
8/3/2020,Pahang,0,0
8/3/2020,Perak,0,0
8/3/2020,Perlis,0,0
8/3/2020,Pulau Pinang,0,1
8/3/2020,Sabah,0,0
8/3/2020,Sarawak,0,0
8/3/2020,Selangor,1,57
8/3/2020,Terengganu,0,0
8/3/2020,W.P. Kuala Lumpur,0,8
8/3/2020,W.P. Labuan,0,0
8/3/2020,W.P. Putrajaya,0,2
9/3/2020,Johor,0,4
9/3/2020,Kedah,0,0
9/3/2020,Kelantan,0,0
9/3/2020,Melaka,0,0
9/3/2020,Negeri Sembilan,0,3
9/3/2020,Pahang,0,0
9/3/2020,Perak,0,0
9/3/2020,Perlis,0,0
9/3/2020,Pulau Pinang,0,1
9/3/2020,Sabah,0,0
9/3/2020,Sarawak,0,0
9/3/2020,Selangor,1,67
9/3/2020,Terengganu,0,0
9/3/2020,W.P. Kuala Lumpur,0,14
9/3/2020,W.P. Labuan,0,0
9/3/2020,W.P. Putrajaya,0,2
10/3/2020,Johor,0,4
10/3/2020,Kedah,0,0
10/3/2020,Kelantan,0,0
10/3/2020,Melaka,0,0
10/3/2020,Negeri Sembilan,0,4
10/3/2020,Pahang,0,0
10/3/2020,Perak,0,0
10/3/2020,Perlis,0,0
10/3/2020,Pulau Pinang,0,2
10/3/2020,Sabah,0,0
10/3/2020,Sarawak,0,0
10/3/2020,Selangor,0,77
10/3/2020,Terengganu,0,0
10/3/2020,W.P. Kuala Lumpur,0,14
10/3/2020,W.P. Labuan,0,0
10/3/2020,W.P. Putrajaya,0,2
11/3/2020,Johor,0,7
11/3/2020,Kedah,0,0
11/3/2020,Kelantan,0,0
11/3/2020,Melaka,0,1
11/3/2020,Negeri Sembilan,0,6
11/3/2020,Pahang,0,1
11/3/2020,Perak,0,0
11/3/2020,Perlis,0,0
11/3/2020,Pulau Pinang,0,2
11/3/2020,Sabah,0,0
11/3/2020,Sarawak,0,0
11/3/2020,Selangor,1,85
11/3/2020,Terengganu,0,0
11/3/2020,W.P. Kuala Lumpur,0,18
11/3/2020,W.P. Labuan,0,0
11/3/2020,W.P. Putrajaya,0,2
12/3/2020,Johor,0,8
12/3/2020,Kedah,0,0
12/3/2020,Kelantan,0,0
12/3/2020,Melaka,0,1
12/3/2020,Negeri Sembilan,0,8
12/3/2020,Pahang,0,1
12/3/2020,Perak,0,0
12/3/2020,Perlis,0,0
12/3/2020,Pulau Pinang,0,2
12/3/2020,Sabah,0,1
12/3/2020,Sarawak,0,0
12/3/2020,Selangor,4,84
12/3/2020,Terengganu,0,0
12/3/2020,W.P. Kuala Lumpur,2,18
12/3/2020,W.P. Labuan,0,0
12/3/2020,W.P. Putrajaya,0,2
13/3/2020,Johor,0,12
13/3/2020,Kedah,0,2
13/3/2020,Kelantan,0,3
13/3/2020,Melaka,0,1
13/3/2020,Negeri Sembilan,0,9
13/3/2020,Pahang,0,2
13/3/2020,Perak,0,2
13/3/2020,Perlis,0,1
13/3/2020,Pulau Pinang,0,7
13/3/2020,Sabah,0,15
13/3/2020,Sarawak,0,0
13/3/2020,Selangor,0,85
13/3/2020,Terengganu,0,0
13/3/2020,W.P. Kuala Lumpur,0,21
13/3/2020,W.P. Labuan,0,2
13/3/2020,W.P. Putrajaya,0,2
